"Form.ID","Billing.Year","Location.1","Num.Units","Dwelling.Type","Condo.Complex.Name","Lat","Lon"
3611,2011,"1244 ANGELUS DR
Raleigh, NC
(35.76437265800007, -78.63037115099996)",4,"Apartment Bldg",NA,35.7643726580001,-78.630371151
4990,2011,"4032 ARCKELTON DR
Raleigh, NC
(35.83554104000007, -78.68537647599999)",10,"Apartment Bldg",NA,35.8355410400001,-78.685376476
4424,2011,"909 E DAVIE ST
Raleigh, NC
(35.77522830500004, -78.62441961499997)",10,"Apartment Bldg",NA,35.775228305,-78.624419615
5638,2011,"319 HECK ST
Raleigh, NC
(35.78427256500004, -78.62460397999996)",12,"Apartment Bldg",NA,35.784272565,-78.62460398
2555,2011,"3802 LEXINGTON DR
Raleigh, NC
(35.78591802300008, -78.68848417999999)",11,"Apartment Bldg",NA,35.7859180230001,-78.68848418
4890,2011,"5339 WAYNE ST
Raleigh, NC
(35.760143784000036, -78.72358383599999)",6,"Apartment Bldg",NA,35.760143784,-78.723583836
6642,2011,"600 PETERSON ST
Raleigh, NC
(35.76039267700003, -78.63086202299996)",48,"Apartment Bldg",NA,35.760392677,-78.630862023
1513,2011,"5000 WINDY HILL DR
Raleigh, NC
(35.85451681700005, -78.60724139799999)",199,"Apartment Bldg",NA,35.854516817,-78.607241398
7743,2011,"1107 GARNER RD
Raleigh, NC
(35.766500923000024, -78.63152688999998)",32,"Apartment Bldg",NA,35.766500923,-78.63152689
6741,2011,"1530 VARSITY DR
Raleigh, NC
(35.775814817000025, -78.68157279299999)",30,"Apartment Bldg",NA,35.775814817,-78.681572793
7764,2011,"2200 GLASCOCK ST
Raleigh, NC
(35.79262315100004, -78.60924060699995)",11,"Apartment Bldg",NA,35.792623151,-78.6092406069999
6175,2011,"201 DELWAY ST
Raleigh, NC
(35.79123810900006, -78.63559098699994)",6,"Apartment Bldg",NA,35.7912381090001,-78.6355909869999
3777,2011,"2022 CARROLL DR
Raleigh, NC
(35.808426696000026, -78.64031303799999)",74,"Apartment Bldg",NA,35.808426696,-78.640313038
2342,2011,"1610 AMBER RIDGE LA
Raleigh, NC
(35.803572133000046, -78.73280669999997)",100,"Apartment Bldg",NA,35.803572133,-78.7328067
3821,2011,"3090 WOODS PL
Raleigh, NC
(35.79183844700003, -78.69339981399997)",3,"Apartment Bldg",NA,35.791838447,-78.693399814
7192,2011,"6500 PACES ARBOR CIR
Raleigh, NC
(35.870955269000035, -78.64594654399997)",101,"Apartment Bldg",NA,35.870955269,-78.645946544
3779,2011,"552- E JONES ST
Raleigh, NC
(35.782183478000036, -78.62938134099994)",5,"Apartment Bldg",NA,35.782183478,-78.6293813409999
10153,2011,"701 PEACH RD
Raleigh, NC
(35.741973452000025, -78.65316443699999)",4,"Apartment Bldg",NA,35.741973452,-78.653164437
7271,2011,"1232 ANGELUS DR
Raleigh, NC
(35.76439339900003, -78.63112128599994)",6,"Apartment Bldg",NA,35.764393399,-78.6311212859999
7671,2011,"511 E MARTIN ST
Raleigh, NC
(35.776707835000025, -78.63178960999994)",24,"Apartment Bldg",NA,35.776707835,-78.6317896099999
10723,2011,"727 E LENOIR ST
Raleigh, NC
(35.772597646000065, -78.62553041499996)",8,"Apartment Bldg",NA,35.7725976460001,-78.625530415
7096,2011,"130 COX AV
Raleigh, NC
(35.783531648000064, -78.66065426899996)",8,"Apartment Bldg",NA,35.7835316480001,-78.660654269
6753,2011,"4657 MILL VILLAGE RD
Raleigh, NC
(35.84148681400006, -78.69149970099994)",220,"Apartment Bldg",NA,35.8414868140001,-78.6914997009999
5939,2011,"3820 SHERMAN AV
Raleigh, NC
(35.78363765800003, -78.68953045199999)",14,"Apartment Bldg",NA,35.783637658,-78.689530452
6642,2011,"3821 JACKSON ST
Raleigh, NC
(35.78701269100003, -78.68903036099994)",7,"Apartment Bldg",NA,35.787012691,-78.6890303609999
1489,2011,"804 GORMAN ST
Raleigh, NC
(35.78654140800006, -78.68706456799998)",4,"Apartment Bldg",NA,35.7865414080001,-78.687064568
624,2011,"16 ENTERPRISE ST
Raleigh, NC
(35.788100445000055, -78.66394633799996)",4,"Apartment Bldg",NA,35.788100445,-78.663946338
7257,2011,"2121 PACES FOREST CT
Raleigh, NC
(35.85818913900005, -78.66865225699996)",117,"Apartment Bldg",NA,35.858189139,-78.668652257
5904,2011,"3408- GREEK WY
Raleigh, NC
(35.76578881200004, -78.69773469799998)",1,"Apartment Bldg",NA,35.765788812,-78.697734698
4780,2011,"1209 KENT RD
Raleigh, NC
(35.78179861600006, -78.69378698099996)",88,"Apartment Bldg",NA,35.7817986160001,-78.693786981
6532,2011,"16 MAIDEN LA
Raleigh, NC
(35.78788842500006, -78.66309710699994)",8,"Apartment Bldg",NA,35.7878884250001,-78.6630971069999
487,2011,"4316 PRESLEY CT
Raleigh, NC
(35.84351367800008, -78.59058631699997)",4,"Apartment Bldg",NA,35.8435136780001,-78.590586317
7559,2011,"5701 BARE BACK CT
Raleigh, NC
(35.778277943000035, -78.73661019599996)",127,"Apartment Bldg",NA,35.778277943,-78.736610196
4336,2011,"18 HORNE ST
Raleigh, NC
(35.78856481500003, -78.66771199499993)",8,"Apartment Bldg",NA,35.788564815,-78.6677119949999
2498,2011,"2206 BERNARD ST
Raleigh, NC
(35.81250116500007, -78.63005657799994)",26,"Apartment Bldg",NA,35.8125011650001,-78.6300565779999
8992,2011,"807 CLAY ST
Raleigh, NC
(35.79114362200005, -78.65029986499997)",8,"Apartment Bldg",NA,35.791143622,-78.650299865
1259,2011,"1430 COLLEGEVIEW AV
Raleigh, NC
(35.77869086800007, -78.68489305599996)",1,"Apartment Bldg",NA,35.7786908680001,-78.684893056
1650,2011,"3080 WOODS PL
Raleigh, NC
(35.791768158000025, -78.69052832799997)",100,"Apartment Bldg",NA,35.791768158,-78.690528328
3255,2011,"3411 MELROSE RIDGE CT
Raleigh, NC
(35.751123722000045, -78.69314515999997)",210,"Apartment Bldg",NA,35.751123722,-78.69314516
2772,2011,"3611 CUM LAUDE CT
Raleigh, NC
(35.75527539300003, -78.69676447699999)",250,"Apartment Bldg",NA,35.755275393,-78.696764477
1880,2011,"4702 BAYBRIDGE XING
Raleigh, NC
(35.89483323700006, -78.71694416699995)",280,"Apartment Bldg",NA,35.8948332370001,-78.716944167
677,2011,"6225 NORTH HILLS DR
Raleigh, NC
(35.86705452500007, -78.65472344299997)",152,"Apartment Bldg",NA,35.8670545250001,-78.654723443
7495,2011,"5950 FALLS OF NEUSE RD
Raleigh, NC
(35.864109563000056, -78.61997872099994)",219,"Apartment Bldg",NA,35.864109563,-78.6199787209999
6642,2011,"4204 GREENCASTLE CT
Raleigh, NC
(35.83865796200007, -78.59491659199995)",66,"Apartment Bldg",NA,35.8386579620001,-78.5949165919999
6642,2011,"745 SMITHDALE DR
Raleigh, NC
(35.77059268000005, -78.71445592499998)",56,"Apartment Bldg",NA,35.77059268,-78.714455925
657,2011,"5445 DANA DR
Raleigh, NC
(35.77080815200003, -78.72926458499995)",103,"Apartment Bldg",NA,35.770808152,-78.729264585
2347,2011,"238 BUCK JONES RD
Raleigh, NC
(35.78121556100007, -78.72771361399998)",4,"Apartment Bldg",NA,35.7812155610001,-78.727713614
1965,2011,"400 BUCK JONES RD
Raleigh, NC
(35.77808020300006, -78.73168437699997)",72,"Apartment Bldg",NA,35.7780802030001,-78.731684377
8223,2011,"923 TOWER ST
Raleigh, NC
(35.79693038100004, -78.66373431899996)",6,"Apartment Bldg",NA,35.796930381,-78.663734319
8606,2011,"2729-A CONIFER DR
Raleigh, NC
(35.77421585600007, -78.68598145099998)",260,"Apartment Bldg",NA,35.7742158560001,-78.685981451
811,2011,"1141 CRAB ORCHARD DR
Raleigh, NC
(35.76362021800003, -78.70037803299994)",260,"Apartment Bldg",NA,35.763620218,-78.7003780329999
2336,2011,"5000 SEDGEWICK DR
Raleigh, NC
(35.85435434500005, -78.57344958099998)",404,"Apartment Bldg",NA,35.854354345,-78.573449581
3766,2011,"2706 CARTIER DR
Raleigh, NC
(35.814386298000045, -78.66143205899994)",4,"Apartment Bldg",NA,35.814386298,-78.6614320589999
1321,2011,"6250 ST REGIS CIR
Raleigh, NC
(35.77669516000003, -78.74455190799995)",180,"Apartment Bldg",NA,35.77669516,-78.7445519079999
1779,2011,"1408 CREST RD
Raleigh, NC
(35.77770455900003, -78.68412970699995)",5,"Apartment Bldg",NA,35.777704559,-78.684129707
2555,2011,"210 COX AV
Raleigh, NC
(35.782910568000034, -78.66066463999994)",8,"Apartment Bldg",NA,35.782910568,-78.6606646399999
1745,2011,"7000 FOX HAVEN PL
Raleigh, NC
(35.87244574700003, -78.55327952599998)",48,"Apartment Bldg",NA,35.872445747,-78.553279526
2456,2011,"417 RALEIGH PINES DR
Raleigh, NC
(35.73835759200006, -78.63221941099994)",8,"Apartment Bldg",NA,35.7383575920001,-78.6322194109999
6642,2011,"400 WESTCLIFF CT
Raleigh, NC
(35.77649120600006, -78.73445215799995)",68,"Apartment Bldg",NA,35.7764912060001,-78.734452158
6175,2011,"207 PARK AV
Raleigh, NC
(35.782554513000036, -78.65927037899996)",6,"Apartment Bldg",NA,35.782554513,-78.659270379
9300,2011,"4004 VIRGINIA ST
Raleigh, NC
(35.79400358500004, -78.57312694299998)",9,"Apartment Bldg",NA,35.794003585,-78.573126943
5961,2011,"1810 GORMAN ST
Raleigh, NC
(35.77371766400006, -78.69035778999995)",50,"Apartment Bldg",NA,35.7737176640001,-78.69035779
7356,2011,"6128 SPICE RIDGE LA
Raleigh, NC
(35.78686750400004, -78.74208602499994)",4,"Apartment Bldg",NA,35.786867504,-78.7420860249999
7229,2011,"3601 BURT DR
Raleigh, NC
(35.77607408000006, -78.68548939899995)",9,"Apartment Bldg",NA,35.7760740800001,-78.6854893989999
6642,2011,"3820 LEXINGTON DR
Raleigh, NC
(35.78587769400008, -78.68885406199996)",7,"Apartment Bldg",NA,35.7858776940001,-78.688854062
4513,2011,"106 FAIRCLOTH ST
Raleigh, NC
(35.794267458000036, -78.68424723899994)",6,"Apartment Bldg",NA,35.794267458,-78.6842472389999
4513,2011,"100 FAIRCLOTH ST
Raleigh, NC
(35.79400819400007, -78.68426682799998)",6,"Apartment Bldg",NA,35.7940081940001,-78.684266828
3693,2011,"705 PEACH RD
Raleigh, NC
(35.74200341100004, -78.65335456399998)",4,"Apartment Bldg",NA,35.742003411,-78.653354564
1601,2011,"4812 SIX FORKS RD
Raleigh, NC
(35.84583783000005, -78.64409828399994)",208,"Apartment Bldg",NA,35.8458378300001,-78.6440982839999
9486,2011,"3200 HILLSBOROUGH ST
Raleigh, NC
(35.79074493200005, -78.67962428499999)",24,"Apartment Bldg",NA,35.7907449320001,-78.679624285
2348,2011,"1009 WADE AV
Raleigh, NC
(35.798268180000036, -78.65724927599996)",370,"Apartment Bldg",NA,35.79826818,-78.657249276
5639,2011,"190- FIELDSPRING LA
Raleigh, NC
(35.78223927600004, -78.72347701699994)",33,"Apartment Bldg",NA,35.782239276,-78.7234770169999
7436,2011,"3809 SHERMAN AV
Raleigh, NC
(35.783573130000036, -78.68898081299994)",11,"Apartment Bldg",NA,35.78357313,-78.6889808129999
6642,2011,"1101 CLANTON ST
Raleigh, NC
(35.78318135400008, -78.68990724799994)",16,"Apartment Bldg",NA,35.7831813540001,-78.6899072479999
2341,2011,"4600 DANSEY DR
Raleigh, NC
(35.845328522000045, -78.56961478799997)",200,"Apartment Bldg",NA,35.845328522,-78.569614788
2456,2011,"208 N PEARTREE LA
Raleigh, NC
(35.785247395000056, -78.59243688099997)",4,"Apartment Bldg",NA,35.785247395,-78.592436881
7614,2011,"1215 S EAST ST
Raleigh, NC
(35.764749454000025, -78.63296724199995)",5,"Apartment Bldg",NA,35.764749454,-78.6329672419999
8614,2011,"316 BRANCH ST
Raleigh, NC
(35.76456278500007, -78.63485122299994)",6,"Apartment Bldg",NA,35.7645627850001,-78.6348512229999
455,2011,"922 W JOHNSON ST
Raleigh, NC
(35.788228349000065, -78.65479491599996)",5,"Apartment Bldg",NA,35.7882283490001,-78.654794916
9866,2011,"850 CORPORATE CENTER DR
Raleigh, NC
(35.79368325100006, -78.73930672099993)",350,"Apartment Bldg",NA,35.7936832510001,-78.7393067209999
1777,2011,"1701 CURTIS DR
Raleigh, NC
(35.755858448000026, -78.60972802199996)",10,"Apartment Bldg",NA,35.755858448,-78.609728022
2369,2011,"3201 WALNUT CREEK PKWY
Raleigh, NC
(35.75740728100004, -78.70049603999996)",288,"Apartment Bldg",NA,35.757407281,-78.70049604
2163,2011,"3609 ANCLOTE PL
Raleigh, NC
(35.80581332100007, -78.68756120199998)",15,"Apartment Bldg",NA,35.8058133210001,-78.687561202
2033,2011,"1508 GORMAN ST
Raleigh, NC
(35.77776447700006, -78.68758885699998)",3,"Apartment Bldg",NA,35.7777644770001,-78.687588857
4076,2011,"2310 CRESCENT CREEK DR
Raleigh, NC
(35.768270280000024, -78.69307942299997)",72,"Apartment Bldg",NA,35.76827028,-78.693079423
8236,2011,"1110 MCKIMMON VIEW CT
Raleigh, NC
(35.78329731700006, -78.68773557999998)",48,"Apartment Bldg",NA,35.7832973170001,-78.68773558
9899,2011,"2809 AVENT FERRY RD
Raleigh, NC
(35.770464772000025, -78.68849800699996)",6,"Apartment Bldg",NA,35.770464772,-78.688498007
8614,2011,"1450 SAWYER RD
Raleigh, NC
(35.76111285300004, -78.63018448099996)",9,"Apartment Bldg",NA,35.761112853,-78.630184481
2468,2011,"5422 TRALEE PL
Raleigh, NC
(35.85458019200007, -78.63864683899999)",60,"Apartment Bldg",NA,35.8545801920001,-78.638646839
6642,2011,"7101 SANDY FORKS RD
Raleigh, NC
(35.87068362300005, -78.62469202599993)",168,"Apartment Bldg",NA,35.870683623,-78.6246920259999
9497,2011,"1901 TISCHER RD
Raleigh, NC
(35.74449925400006, -78.67387439799995)",4,"Apartment Bldg",NA,35.7444992540001,-78.673874398
4499,2011,"304 BUCK JONES RD
Raleigh, NC
(35.78028451800003, -78.72926573799998)",16,"Apartment Bldg",NA,35.780284518,-78.729265738
5647,2011,"2402 CLARK AV
Raleigh, NC
(35.789538493000066, -78.66559064499995)",12,"Apartment Bldg",NA,35.7895384930001,-78.665590645
5017,2011,"6620- THE LAKES DR
Raleigh, NC
(35.866426802000035, -78.62691315299998)",600,"Apartment Bldg",NA,35.866426802,-78.626913153
4394,2011,"2406 WYCLIFF RD
Raleigh, NC
(35.81684489300005, -78.69441210599996)",296,"Apartment Bldg",NA,35.8168448930001,-78.694412106
3857,2011,"214 ASHE AV
Raleigh, NC
(35.78139416500005, -78.65948815999997)",6,"Apartment Bldg",NA,35.7813941650001,-78.65948816
969,2011,"3939 WAKE FOREST RD
Raleigh, NC
(35.83445098100003, -78.61574293299998)",148,"Apartment Bldg",NA,35.834450981,-78.615742933
8347,2011,"501 CHRIS ST
Raleigh, NC
(35.747301727000035, -78.63145123799995)",48,"Apartment Bldg",NA,35.747301727,-78.631451238
1379,2011,"6132 JOHNSDALE RD
Raleigh, NC
(35.86488850500007, -78.59693884599994)",8,"Apartment Bldg",NA,35.8648885050001,-78.5969388459999
6575,2011,"200 E EDENTON ST
Raleigh, NC
(35.781083049000074, -78.63613140799998)",11,"Apartment Bldg",NA,35.7810830490001,-78.636131408
2342,2011,"1805 CREEK RIDGE LA
Raleigh, NC
(35.78551352900007, -78.64266779999997)",280,"Apartment Bldg",NA,35.7855135290001,-78.6426678
7917,2011,"2315 GRANT AV
Raleigh, NC
(35.802633023000055, -78.66204046399997)",75,"Apartment Bldg",NA,35.802633023,-78.662040464
797,2011,"100 HORNE ST
Raleigh, NC
(35.78885634200003, -78.66738359499999)",8,"Apartment Bldg",NA,35.788856342,-78.667383595
7533,2011,"1400 GORMAN ST
Raleigh, NC
(35.778387862000045, -78.68735263899998)",32,"Apartment Bldg",NA,35.778387862,-78.687352639
6642,2011,"1505 CREST RD
Raleigh, NC
(35.77705697600004, -78.68435094499995)",8,"Apartment Bldg",NA,35.777056976,-78.6843509449999
5297,2011,"1713 CREST RD
Raleigh, NC
(35.77375338400003, -78.68538684599997)",46,"Apartment Bldg",NA,35.773753384,-78.685386846
8233,2011,"1514 COLLEGEVIEW AV
Raleigh, NC
(35.77674355600004, -78.68624990499995)",5,"Apartment Bldg",NA,35.776743556,-78.686249905
7809,2011,"4800 AVENIDA DEL SOL DR
Raleigh, NC
(35.852466907000064, -78.57655382899998)",24,"Apartment Bldg",NA,35.8524669070001,-78.576553829
1118,2011,"4801 AVENIDA DEL SOL DR
Raleigh, NC
(35.85241390200008, -78.57656765599995)",24,"Apartment Bldg",NA,35.8524139020001,-78.576567656
7466,2011,"1114 CHANEY RD
Raleigh, NC
(35.783046537000075, -78.69551309899998)",8,"Apartment Bldg",NA,35.7830465370001,-78.695513099
8168,2011,"831 SUFFOLK BLVD
Raleigh, NC
(35.74520675500003, -78.65738294099998)",50,"Apartment Bldg",NA,35.745206755,-78.657382941
6573,2011,"3917 KNICKERBOCKER PKWY
Raleigh, NC
(35.83366512500004, -78.71610206999998)",228,"Apartment Bldg",NA,35.833665125,-78.71610207
4780,2011,"509 GLENWOOD AV
Raleigh, NC
(35.78653334200004, -78.64729471399994)",286,"Apartment Bldg",NA,35.786533342,-78.6472947139999
6175,2011,"725 METHOD RD
Raleigh, NC
(35.78982886800003, -78.69379735099994)",12,"Apartment Bldg",NA,35.789828868,-78.6937973509999
3204,2011,"7208 CANAAN LN
Raleigh, NC
(35.87875941500005, -78.64209367299998)",172,"Apartment Bldg",NA,35.878759415,-78.642093673
927,2011,"6310 TERRA VERDE DR
Raleigh, NC
(35.86750303300005, -78.63972076499994)",291,"Apartment Bldg",NA,35.867503033,-78.6397207649999
1581,2011,"2001 BOOKER DR
Raleigh, NC
(35.78645959600004, -78.61455493099999)",88,"Apartment Bldg",NA,35.786459596,-78.614554931
2605,2011,"1101 HILLSBOROUGH ST
Raleigh, NC
(35.782015245000025, -78.65420264299996)",61,"Apartment Bldg",NA,35.782015245,-78.654202643
9506,2011,"145 PINELAND CIR
Raleigh, NC
(35.78886556000003, -78.71053539699994)",4,"Apartment Bldg",NA,35.78886556,-78.7105353969999
9238,2011,"1913 TISCHER RD
Raleigh, NC
(35.745610053000064, -78.67390435799996)",4,"Apartment Bldg",NA,35.7456100530001,-78.673904358
1423,2011,"706 HARRIS ST
Raleigh, NC
(35.796672270000045, -78.67370731799997)",5,"Apartment Bldg",NA,35.79667227,-78.673707318
3491,2011,"621 NAZARETH ST
Raleigh, NC
(35.779152977000024, -78.67299635999996)",6,"Apartment Bldg",NA,35.779152977,-78.67299636
10288,2011,"4085 SPRING FOREST RD
Raleigh, NC
(35.856067788000075, -78.57186288899999)",27,"Apartment Bldg",NA,35.8560677880001,-78.571862889
332,2011,"109 E AYCOCK ST
Raleigh, NC
(35.80401576200006, -78.63799349499999)",3,"Apartment Bldg",NA,35.8040157620001,-78.637993495
413,2011,"2400 BRENTWOOD RD
Raleigh, NC
(35.810512327000026, -78.59397863399994)",24,"Apartment Bldg",NA,35.810512327,-78.5939786339999
420,2011,"2601 PINE VILLAGE ROAD
Raleigh, NC
(35.87457217800005, -78.59435543399997)",50,"Apartment Bldg",NA,35.8745721780001,-78.594355434
422,2011,"111 MILLCHEST PL
Raleigh, NC
(35.782572007000056, -78.72744905499997)",50,"Apartment Bldg",NA,35.782572007,-78.727449055
429,2011,"2010 HODGES CREEK DR
Raleigh, NC
(35.85383466400003, -78.60603017899996)",50,"Apartment Bldg",NA,35.853834664,-78.606030179
432,2011,"705 FLAVION DR
Raleigh, NC
(35.81206790700003, -78.62804238899997)",50,"Apartment Bldg",NA,35.812067907,-78.628042389
438,2011,"1410 CARNAGE DR
Raleigh, NC
(35.76325379200006, -78.62854478399998)",8,"Apartment Bldg",NA,35.7632537920001,-78.628544784
438,2011,"1401 SAWYER RD
Raleigh, NC
(35.763647873000025, -78.62991715199996)",8,"Apartment Bldg",NA,35.763647873,-78.629917152
438,2011,"1405 SAWYER RD
Raleigh, NC
(35.76330795000007, -78.62994711099998)",8,"Apartment Bldg",NA,35.7633079500001,-78.629947111
468,2011,"100 CALIBRE CHASE DR
Raleigh, NC
(35.82145087400005, -78.63305800999996)",192,"Apartment Bldg",NA,35.821450874,-78.63305801
531,2011,"5900 TIMBER CREEK LA
Raleigh, NC
(35.86025452000007, -78.69743459799997)",176,"Apartment Bldg",NA,35.8602545200001,-78.697434598
575,2011,"1312 BANBURY ST
Raleigh, NC
(35.803420791000065, -78.67420688299995)",4,"Apartment Bldg",NA,35.8034207910001,-78.674206883
647,2011,"24 N PETTIGREW ST
Raleigh, NC
(35.78066938000006, -78.62063667399997)",5,"Apartment Bldg",NA,35.7806693800001,-78.620636674
658,2011,"615 ST. MARY'S ST
Raleigh, NC
(35.78838736300003, -78.65100390899994)",5,"Apartment Bldg",NA,35.788387363,-78.6510039089999
660,2011,"2534 LAKE WHEELER RD
Raleigh, NC
(35.74603409300005, -78.67656728099996)",37,"Apartment Bldg",NA,35.746034093,-78.676567281
670,2011,"1424 SCALES ST
Raleigh, NC
(35.799208442000065, -78.64422849199997)",4,"Apartment Bldg",NA,35.7992084420001,-78.644228492
698,2011,"29 ENTERPRISE ST
Raleigh, NC
(35.78852102800005, -78.66401432299995)",3,"Apartment Bldg",NA,35.788521028,-78.6640143229999
714,2011,"3801 BONNEVILLE CT
Raleigh, NC
(35.83615981500003, -78.59688468899998)",214,"Apartment Bldg",NA,35.836159815,-78.596884689
710,2011,"10710 NICKLEBY WY
Raleigh, NC
(35.941527921000045, -78.54654495299997)",66,"Apartment Bldg",NA,35.941527921,-78.546544953
710,2011,"10711 NICKLEBY WY
Raleigh, NC
(35.94147376400008, -78.54653573499996)",30,"Apartment Bldg",NA,35.9414737640001,-78.546535735
758,2011,"443 N PERSON ST
Raleigh, NC
(35.78559308000007, -78.63456430399998)",52,"Apartment Bldg",NA,35.7855930800001,-78.634564304
726,2011,"10820 OLIVER RD
Raleigh, NC
(35.941416150000066, -78.54910417099995)",8,"Apartment Bldg",NA,35.9414161500001,-78.549104171
726,2011,"10830 OLIVER RD
Raleigh, NC
(35.941698218000056, -78.54824053399994)",12,"Apartment Bldg",NA,35.941698218,-78.5482405339999
726,2011,"10810 OLIVER RD
Raleigh, NC
(35.94167771800005, -78.54840473599995)",12,"Apartment Bldg",NA,35.9416777180001,-78.548404736
726,2011,"10840 OLIVER RD
Raleigh, NC
(35.941680432000055, -78.54835976399994)",12,"Apartment Bldg",NA,35.941680432,-78.5483597639999
726,2011,"10850 OLIVER RD
Raleigh, NC
(35.941662646000054, -78.54847899499998)",12,"Apartment Bldg",NA,35.941662646,-78.548478995
726,2011,"10901 ATTICUS RD
Raleigh, NC
(35.94197500700005, -78.54784357499994)",12,"Apartment Bldg",NA,35.9419750070001,-78.5478435749999
